1651.67174, 3,   0.038, -0.026,  9.113, 4,  -0.007,  0.000, -0.002, 5,  15.900, 29.820, 10.020
1651.67374, 3,   0.038, -0.026,  9.113, 4,  -0.009,  0.003, -0.003
1651.67575, 3,   0.038, -0.026,  9.113, 4,  -0.006,  0.002, -0.002
1651.67775, 3,   0.038, -0.026,  9.113, 4,  -0.004,  0.000, -0.001
1651.67975, 3,   0.038, -0.026,  9.828, 4,  -0.005,  0.002, -0.001, 5,  16.200, 29.820, 10.320
1651.68175, 3,   0.029, -0.024,  9.828, 4,  -0.003,  0.002, -0.001
1651.68375, 3,   0.031, -0.026,  9.828, 4,   0.001,  0.004, -0.001
1651.68578, 3,   0.017, -0.034,  9.814, 4,  -0.000,  0.000, -0.003
1651.68778, 3,   0.005, -0.029,  9.793, 4,  -0.001,  0.003, -0.001
1651.68978, 3,   0.017, -0.022,  9.776, 4,   0.003,  0.000, -0.002, 5,  16.380, 29.820, 10.020
1651.69178, 3,   0.026, -0.019,  9.714, 4,   0.004,  0.003, -0.001
1651.69378, 3,   0.026, -0.022,  9.680, 4,   0.004,  0.001, -0.002
1651.69578, 3,   0.031, -0.019,  9.623, 4,   0.005, -0.001, -0.002
1651.69779, 3,   0.010, -0.014,  9.536, 4,   0.000,  0.000, -0.002
1651.69980, 3,   0.010, -0.014,  9.536, 4,   0.003, -0.000, -0.001, 5,  16.500, 29.820, 10.260
1651.70180, 3,   0.019, -0.007,  9.508, 4,   0.000,  0.000, -0.000
1651.70381, 3,   0.031, -0.012,  9.500, 4,  -0.002,  0.001, -0.004
1651.70581, 3,   0.022, -0.019,  9.500, 4,  -0.002,  0.002, -0.001
1651.70781, 3,   0.024, -0.026,  9.522, 4,  -0.003,  0.001, -0.001
1651.70981, 3,   0.022, -0.024,  9.536, 4,  -0.003,  0.002, -0.002, 5,  16.440, 29.940, 10.500
1651.71181, 3,   0.022, -0.010,  9.563, 4,  -0.004,  0.000,  0.001
1651.71381, 3,   0.019, -0.010,  9.594, 4,  -0.005,  0.002, -0.000
1651.71581, 3,   0.024, -0.010,  9.625, 4,  -0.009, -0.000, -0.001
1651.71781, 3,   0.029, -0.012,  9.670
1651.71982, 3,   0.034, -0.014,  9.678, 4,  -0.009,  0.002, -0.000, 5,  16.200, 30.000, 10.200
1651.72182, 3,   0.022, -0.053,  9.728, 4,  -0.007, -0.001,  0.000
1651.72382, 3,   0.017, -0.055,  9.752, 4,  -0.005,  0.001, -0.002
