559251.46593, 3,   0.168,  0.084,  9.678, 5, 164.700,-101.700,-122.280
559251.46793, 3,   0.177,  0.062,  9.668
559251.46993, 3,   0.165,  0.065,  9.659
559251.47193, 3,   0.158,  0.065,  9.659
559251.47393, 3,   0.146,  0.043,  9.654, 5, 165.120,-101.820,-122.220
559251.47593, 3,   0.158,  0.057,  9.661
559251.47794, 3,   0.165,  0.057,  9.668
559251.47994, 3,   0.163,  0.045,  9.659
559251.48194, 3,   0.168,  0.019,  9.663
559251.48394, 3,   0.160,  0.029,  9.659, 5, 165.060,-102.060,-122.280
559251.48594, 3,   0.153,  0.019,  9.659
559251.48794, 3,   0.148,  0.012,  9.659
559251.48994, 3,   0.158,  0.019,  9.666
559251.49195, 3,   0.151,  0.029,  9.668
559251.49395, 3,   0.148,  0.031,  9.656, 5, 165.600,-101.640,-121.920
559251.49595, 3,   0.153,  0.029,  9.661
559251.49795, 3,   0.153,  0.026,  9.654
559251.49995, 3,   0.163,  0.024,  9.661
559251.50195, 3,   0.153,  0.041,  9.673
559251.50395, 3,   0.156,  0.050,  9.670
559251.50595, 3,   0.158,  0.050,  9.673, 5, 165.120,-101.460,-121.800
559251.50796, 3,   0.160,  0.055,  9.659
559251.50996, 3,   0.158,  0.045,  9.661
559251.51196, 3,   0.160,  0.045,  9.666
559251.51396, 3,   0.132,  0.050,  9.661, 5, 164.820,-101.040,-121.440
559251.51596, 3,   0.141,  0.045,  9.661
559251.51796, 3,   0.127,  0.055,  9.661
559251.51996, 3,   0.156,  0.060,  9.642
559251.52197, 3,   0.163,  0.057,  9.663
559251.52397, 3,   0.168,  0.062,  9.651, 5, 164.700,-100.800,-121.560
559251.52597, 3,   0.160,  0.069,  9.647
559251.52797, 3,   0.160,  0.069,  9.668
559251.52997, 3,   0.165,  0.072,  9.668
559251.53197, 3,   0.165,  0.065,  9.654
559251.53397, 3,   0.165,  0.065,  9.654, 5, 164.520,-101.220,-121.980
559251.53597, 3,   0.163,  0.055,  9.647
559251.53798, 3,   0.158,  0.074,  9.654
559251.53998, 3,   0.158,  0.089,  9.666
559251.54198, 3,   0.165,  0.096,  9.673
559251.54398, 3,   0.151,  0.086,  9.663, 5, 164.640,-101.040,-121.800
559251.54598, 3,   0.151,  0.091,  9.663
559251.54798, 3,   0.170,  0.101,  9.649
559251.54998, 3,   0.160,  0.101,  9.642
559251.55199, 3,   0.156,  0.110,  9.642, 4,   0.001, -0.003, -0.002
559251.55399, 3,   0.165,  0.108,  9.651, 4,   0.001, -0.000,  0.001, 5, 164.820,-101.220,-122.160
559251.55599, 3,   0.165,  0.103,  9.639, 4,   0.004, -0.000,  0.000
559251.55799, 3,   0.170,  0.089,  9.632, 4,   0.001,  0.003,  0.001
559251.55999, 3,   0.170,  0.084,  9.639, 4,  -0.003,  0.001,  0.000
559251.56199, 3,   0.168,  0.089,  9.661, 4,   0.000,  0.000,  0.001
559251.56399, 3,   0.175,  0.072,  9.659, 4,   0.000,  0.001,  0.000, 5, 165.240,-101.280,-122.040
559251.56600, 3,   0.170,  0.062,  9.661, 4,   0.001,  0.000, -0.001
559251.56800, 3,   0.172,  0.067,  9.656, 4,  -0.002, -0.000,  0.001
559251.57000, 3,   0.172,  0.072,  9.656, 4,  -0.001, -0.000,  0.003
559251.57200, 3,   0.172,  0.077,  9.659, 4,   0.001, -0.001,  0.001
559251.57400, 3,   0.172,  0.062,  9.656, 4,   0.002, -0.002,  0.001, 5, 165.360,-101.100,-121.800
559251.57600, 3,   0.160,  0.055,  9.656, 4,   0.000, -0.002, -0.002
559251.57800, 3,   0.168,  0.050,  9.649, 4,  -0.001,  0.001,  0.000
559251.58001, 3,   0.168,  0.036,  9.649, 4,   0.002, -0.002, -0.001
559251.58201, 3,   0.163,  0.036,  9.654, 4,   0.003, -0.001,  0.000
559251.58401, 3,   0.156,  0.045,  9.632, 4,   0.001,  0.002,  0.001, 5, 165.720,-101.220,-122.280
559251.58602, 3,   0.165,  0.048,  9.635, 4,  -0.002,  0.001,  0.001
559251.58802, 3,   0.163,  0.045,  9.642, 4,  -0.002,  0.001, -0.002
559251.59002, 3,   0.158,  0.045,  9.656, 4,   0.002,  0.001,  0.000
559251.59203, 3,   0.160,  0.055,  9.656, 4,   0.001,  0.001,  0.001
559251.59403, 3,   0.175,  0.043,  9.659, 4,   0.000,  0.002,  0.001, 5, 165.240,-101.280,-121.980
559251.59603, 3,   0.170,  0.041,  9.663, 4,  -0.000, -0.001,  0.000
559251.59803, 3,   0.177,  0.048,  9.656, 4,   0.002, -0.002,  0.001
559251.60003, 3,   0.172,  0.026,  9.644, 4,   0.001, -0.002,  0.000
559251.60204, 3,   0.141,  0.043,  9.661
559251.60404, 3,   0.156,  0.034,  9.661, 4,   0.003, -0.000, -0.001
559251.60604, 3,   0.156,  0.029,  9.663, 4,   0.002,  0.001,  0.001, 5, 165.060,-101.340,-122.160
559251.60804, 3,   0.180,  0.024,  9.647, 4,   0.005, -0.002, -0.001
559251.61004, 3,   0.156,  0.043,  9.656, 4,  -0.000, -0.001,  0.000
559251.61204, 3,   0.156,  0.055,  9.654, 4,   0.001,  0.001, -0.001
559251.61405, 3,   0.156,  0.053,  9.673, 4,   0.001, -0.000,  0.000, 5, 164.940,-101.100,-122.280
559251.61605, 3,   0.158,  0.053,  9.670, 4,   0.003, -0.000, -0.001
559251.61805, 3,   0.151,  0.053,  9.666, 4,   0.001,  0.002, -0.002
559251.62006, 3,   0.146,  0.069,  9.659, 4,   0.002, -0.002,  0.001
559251.62206, 3,   0.148,  0.077,  9.659, 4,   0.001, -0.002, -0.002
559251.62406, 3,   0.175,  0.093,  9.642, 4,   0.002, -0.000, -0.001, 5, 165.060,-101.220,-122.100
559251.62606, 3,   0.172,  0.091,  9.639, 4,   0.002,  0.000, -0.002
559251.62806, 3,   0.180,  0.096,  9.649, 4,  -0.001,  0.000, -0.001
559251.63006, 3,   0.158,  0.089,  9.639, 4,   0.001, -0.000, -0.001
559251.63206, 3,   0.170,  0.077,  9.647, 4,  -0.001,  0.000, -0.001
559251.63407, 3,   0.160,  0.086,  9.627, 4,   0.000, -0.001,  0.000, 5, 165.360,-101.160,-122.160
559251.63607, 3,   0.168,  0.077,  9.637, 4,   0.002, -0.002, -0.001
559251.63807, 3,   0.158,  0.079,  9.623, 4,   0.001, -0.001, -0.002
559251.64007, 3,   0.175,  0.086,  9.637, 4,   0.002, -0.000, -0.001
559251.64207, 3,   0.158,  0.089,  9.642, 4,   0.003,  0.001,  0.001
559251.64407, 3,   0.168,  0.086,  9.663
559251.64607, 3,   0.148,  0.089,  9.673, 4,   0.000, -0.000, -0.001, 5, 165.660,-101.160,-122.100
559251.64807, 3,   0.160,  0.086,  9.663, 4,  -0.000,  0.000,  0.001
559251.65007, 3,   0.158,  0.091,  9.668, 4,   0.000, -0.002, -0.001
559251.65207, 3,   0.148,  0.079,  9.639, 4,   0.001,  0.001,  0.001
559251.65407, 3,   0.146,  0.084,  9.644, 4,   0.001,  0.000, -0.002
559251.65607, 3,   0.163,  0.086,  9.647, 4,   0.002, -0.004,  0.001, 5, 165.600,-101.340,-121.860
559251.65807, 3,   0.156,  0.091,  9.661, 4,   0.005, -0.004,  0.000
559251.66007, 3,   0.160,  0.091,  9.659, 4,  -0.003,  0.001,  0.003
559251.66207, 3,   0.156,  0.079,  9.666, 4,  -0.000,  0.000,  0.001
559251.66408, 3,   0.172,  0.072,  9.642, 4,   0.001, -0.002, -0.002
559251.66608, 3,   0.160,  0.077,  9.644, 4,  -0.000, -0.000,  0.000, 5, 165.300,-101.400,-121.800
559251.66809, 3,   0.156,  0.062,  9.642, 4,   0.002, -0.002, -0.001
559251.67009, 3,   0.177,  0.041,  9.630, 4,  -0.001, -0.002,  0.001
559251.67209, 3,   0.153,  0.050,  9.649, 4,   0.002, -0.000,  0.000
559251.67408, 3,   0.168,  0.036,  9.651
559251.67609, 3,   0.158,  0.029,  9.649, 4,  -0.001,  0.002,  0.001, 5, 165.420,-101.460,-122.160
559251.67808, 3,   0.158,  0.026,  9.656, 4,   0.001, -0.000,  0.001
559251.68008, 3,   0.139,  0.031,  9.663, 4,  -0.002,  0.003, -0.001
559251.68209, 3,   0.148,  0.038,  9.656, 4,   0.002,  0.000, -0.001
559251.68409, 3,   0.144,  0.043,  9.661, 4,   0.000, -0.001,  0.001
559251.68609, 3,   0.156,  0.034,  9.656, 4,  -0.000, -0.000,  0.001, 5, 165.060,-101.580,-121.800
559251.68809, 3,   0.156,  0.031,  9.642, 4,   0.002, -0.000, -0.001
559251.69009, 3,   0.151,  0.017,  9.651, 4,   0.001,  0.001, -0.002
559251.69209, 3,   0.151,  0.007,  9.647, 4,   0.001, -0.001,  0.000
559251.69409, 3,   0.146,  0.024,  9.659, 4,   0.002, -0.002,  0.001
559251.69609, 3,   0.151,  0.031,  9.651, 4,   0.001,  0.001,  0.001, 5, 165.060,-101.400,-122.040
559251.69809, 3,   0.156,  0.017,  9.649, 4,  -0.000, -0.000, -0.002
559251.70009, 3,   0.148,  0.034,  9.651, 4,  -0.002,  0.001, -0.003
559251.70209, 3,   0.156,  0.038,  9.663, 4,   0.001,  0.001,  0.000
559251.70410, 3,   0.153,  0.041,  9.668, 4,   0.000,  0.000, -0.001
559251.70610, 3,   0.153,  0.041,  9.668, 4,   0.001, -0.001, -0.001, 5, 164.940,-101.580,-122.100
559251.70810, 3,   0.148,  0.045,  9.649, 4,   0.001, -0.001, -0.001
559251.71010, 3,   0.156,  0.053,  9.635, 4,  -0.002,  0.001, -0.002
559251.71210, 3,   0.158,  0.050,  9.635, 4,  -0.000, -0.002,  0.001
559251.71410, 3,   0.165,  0.069,  9.661, 4,   0.005, -0.000, -0.001, 5, 164.940,-101.640,-121.740
559251.71610, 3,   0.158,  0.077,  9.656, 4,   0.001, -0.001,  0.001
559251.71810, 3,   0.160,  0.086,  9.651
559251.72010, 3,   0.170,  0.086,  9.647, 4,  -0.000,  0.000,  0.000
559251.72211, 3,   0.163,  0.089,  9.647, 4,   0.001,  0.000,  0.001
559251.72411, 3,   0.146,  0.089,  9.651, 4,  -0.002,  0.001, -0.003, 5, 165.060,-101.640,-121.800
559251.72611, 3,   0.160,  0.089,  9.654
559251.72811, 3,   0.141,  0.093,  9.659, 4,   0.002,  0.003, -0.001
559251.73011, 3,   0.144,  0.086,  9.654, 4,   0.003, -0.001, -0.003
559251.73212, 3,   0.146,  0.081,  9.661, 4,  -0.000,  0.001, -0.001
559251.73412, 3,   0.168,  0.077,  9.659, 4,   0.002,  0.001,  0.000
559251.73612, 3,   0.165,  0.084,  9.659, 4,  -0.002, -0.002,  0.001, 5, 165.420,-101.760,-121.620
559251.73812, 3,   0.146,  0.086,  9.654, 4,   0.000, -0.002,  0.002
559251.74012, 3,   0.180,  0.084,  9.635, 4,   0.000,  0.001,  0.001
559251.74213, 3,   0.189,  0.074,  9.642, 4,   0.001,  0.000, -0.001
559251.74413, 3,   0.170,  0.067,  9.649, 4,  -0.001, -0.002, -0.001
559251.74613, 3,   0.158,  0.065,  9.656, 4,   0.003, -0.000, -0.001, 5, 165.720,-101.580,-121.560
559251.74813, 3,   0.163,  0.060,  9.659, 4,   0.002,  0.000, -0.001
559251.75014, 3,   0.153,  0.057,  9.663, 4,   0.001,  0.000, -0.001
559251.75214, 3,   0.160,  0.057,  9.666, 4,   0.001,  0.001, -0.001
559251.75414, 3,   0.146,  0.057,  9.651, 4,  -0.000,  0.001,  0.000, 5, 165.540,-101.460,-121.440
559251.75614, 3,   0.141,  0.057,  9.639, 4,  -0.000,  0.000,  0.001
559251.75814, 3,   0.146,  0.057,  9.644, 4,   0.001,  0.001,  0.000
559251.76015, 3,   0.146,  0.055,  9.649, 4,   0.001,  0.001,  0.001
559251.76215, 3,   0.156,  0.055,  9.644
559251.76415, 3,   0.160,  0.055,  9.637, 4,   0.000,  0.001, -0.001
559251.76615, 3,   0.151,  0.060,  9.647, 4,  -0.000, -0.000,  0.001, 5, 165.840,-101.520,-121.380
559251.76815, 3,   0.134,  0.069,  9.668, 4,   0.001, -0.002,  0.000
559251.77015, 3,   0.156,  0.072,  9.661, 4,   0.003, -0.002, -0.002
559251.77215, 3,   0.158,  0.074,  9.661, 4,  -0.002,  0.000, -0.001
559251.77415, 3,   0.163,  0.072,  9.639, 4,  -0.001, -0.001, -0.002
559251.77616, 3,   0.156,  0.062,  9.647, 4,   0.001,  0.001, -0.001, 5, 165.600,-101.460,-121.080
559251.77816, 3,   0.151,  0.055,  9.654, 4,   0.002,  0.001,  0.000
559251.78016, 3,   0.148,  0.074,  9.668, 4,   0.001,  0.001,  0.000
559251.78216, 3,   0.153,  0.055,  9.661, 4,   0.001,  0.000,  0.000
559251.78416, 3,   0.151,  0.065,  9.659, 4,   0.001,  0.001, -0.002
559251.78616, 3,   0.156,  0.055,  9.654, 4,   0.000,  0.000, -0.001, 5, 165.600,-101.700,-121.080
559251.78816, 3,   0.170,  0.062,  9.661, 4,   0.003, -0.000, -0.001
559251.79016, 3,   0.170,  0.072,  9.663, 4,  -0.001,  0.000,  0.000
559251.79215, 3,   0.170,  0.077,  9.647, 4,   0.000,  0.002, -0.002
559251.79416, 3,   0.175,  0.072,  9.656, 4,  -0.000, -0.002,  0.000
559251.79616, 3,   0.182,  0.074,  9.649, 4,  -0.001, -0.001,  0.001, 5, 165.840,-102.120,-120.840
559251.79816, 3,   0.165,  0.069,  9.635, 4,   0.003, -0.000, -0.001
559251.80016, 3,   0.182,  0.060,  9.635, 4,  -0.002,  0.000,  0.000
559251.80216, 3,   0.163,  0.072,  9.630, 4,  -0.002, -0.001,  0.001
559251.80416, 3,   0.158,  0.069,  9.625, 4,   0.001, -0.003,  0.000
559251.80616, 3,   0.160,  0.067,  9.635, 4,   0.003, -0.000, -0.001, 5, 165.660,-101.760,-121.140
559251.80816, 3,   0.141,  0.077,  9.651, 4,  -0.000,  0.001,  0.000
559251.81016, 3,   0.168,  0.091,  9.659, 4,  -0.001, -0.000,  0.001
559251.81216, 3,   0.177,  0.093,  9.661, 4,  -0.001, -0.000, -0.001
559251.81416, 3,   0.175,  0.084,  9.661, 4,   0.001, -0.001, -0.002
559251.81617, 3,   0.170,  0.081,  9.668, 4,   0.001, -0.000, -0.001, 5, 165.780,-101.940,-121.740
559251.81817, 3,   0.184,  0.079,  9.668, 4,   0.000, -0.001,  0.002
559251.82017, 3,   0.175,  0.081,  9.661, 4,   0.001, -0.001, -0.001
559251.82217, 3,   0.177,  0.081,  9.656, 4,   0.001, -0.000,  0.001
559251.82417, 3,   0.153,  0.084,  9.651, 4,   0.001, -0.002,  0.000
559251.82617, 3,   0.156,  0.077,  9.647, 4,   0.002, -0.001, -0.001, 5, 165.540,-101.580,-121.740
559251.82817, 3,   0.168,  0.067,  9.649, 4,   0.001,  0.001,  0.001
559251.83017, 3,   0.170,  0.072,  9.637, 4,  -0.000,  0.000, -0.002
559251.83218, 3,   0.175,  0.091,  9.644, 4,   0.003, -0.001, -0.001
559251.83418, 3,   0.165,  0.081,  9.637, 4,  -0.002,  0.000,  0.000
559251.83618, 3,   0.172,  0.077,  9.632, 4,  -0.000,  0.000,  0.002, 5, 165.540,-101.280,-122.460
559251.83818, 3,   0.153,  0.067,  9.637, 4,   0.002,  0.001,  0.000
559251.84018, 3,   0.160,  0.079,  9.656, 4,   0.003,  0.000,  0.001
559251.84218, 3,   0.153,  0.081,  9.656, 4,  -0.001, -0.000,  0.000
559251.84418, 3,   0.163,  0.057,  9.651, 4,   0.001,  0.003,  0.001
559251.84618, 3,   0.163,  0.057,  9.651, 4,   0.001, -0.002, -0.001, 5, 165.480,-101.520,-122.160
559251.84819, 3,   0.168,  0.069,  9.651, 4,  -0.000, -0.003, -0.001
559251.85019, 3,   0.158,  0.065,  9.644, 4,   0.000, -0.002, -0.001
559251.85219, 3,   0.168,  0.062,  9.651, 4,   0.003, -0.000,  0.001
559251.85419, 3,   0.160,  0.050,  9.599, 4,   0.001, -0.002,  0.000, 5, 165.240,-101.400,-121.680
559251.85619, 3,   0.170,  0.053,  9.608, 4,   0.000,  0.001, -0.002
559251.85819, 3,   0.168,  0.043,  9.630, 4,   0.000,  0.001,  0.001
559251.86020, 3,   0.148,  0.048,  9.649, 4,   0.000,  0.002,  0.001
559251.86220, 3,   0.141,  0.043,  9.661, 4,   0.000,  0.002, -0.003
559251.86420, 3,   0.156,  0.038,  9.661, 4,  -0.000,  0.001,  0.000, 5, 165.300,-101.880,-121.200
559251.86620, 3,   0.160,  0.041,  9.666, 4,   0.002,  0.000,  0.000
559251.86821, 3,   0.160,  0.026,  9.659
559251.87021, 3,   0.163,  0.029,  9.661, 4,   0.001,  0.001, -0.001
559251.87221, 3,   0.139,  0.017,  9.663, 4,  -0.000,  0.001, -0.001
559251.87421, 3,   0.141,  0.026,  9.666, 4,   0.001, -0.000,  0.001
559251.87621, 3,   0.148,  0.024,  9.670, 4,   0.003, -0.000,  0.001, 5, 165.180,-101.640,-120.900
559251.87822, 3,   0.146,  0.014,  9.659, 4,   0.003, -0.002,  0.000
559251.88022, 3,   0.153,  0.002,  9.639, 4,   0.001, -0.002,  0.001
559251.88222, 3,   0.156,  0.012,  9.620, 4,   0.003, -0.003,  0.000
559251.88422, 3,   0.156,  0.019,  9.635, 4,  -0.000, -0.000, -0.002, 5, 165.120,-101.700,-120.960
559251.88622, 3,   0.141,  0.029,  9.630, 4,  -0.000, -0.002, -0.001
559251.88822, 3,   0.146,  0.036,  9.635
559251.89023, 3,   0.144,  0.041,  9.639, 4,   0.001, -0.000, -0.003
559251.89223, 3,   0.153,  0.043,  9.637, 4,  -0.003,  0.000, -0.002
559251.89423, 3,   0.165,  0.055,  9.644, 4,  -0.000,  0.002, -0.002
559251.89623, 3,   0.170,  0.069,  9.647, 4,   0.002, -0.001,  0.000, 5, 165.120,-101.580,-121.380
559251.89823, 3,   0.172,  0.074,  9.649, 4,   0.001, -0.003, -0.002
559251.90023, 3,   0.170,  0.074,  9.663, 4,   0.000, -0.000,  0.001
559251.90223, 3,   0.163,  0.072,  9.659, 4,  -0.000, -0.000, -0.001
559251.90424, 3,   0.156,  0.060,  9.654, 4,   0.003, -0.001,  0.001, 5, 165.480,-101.400,-121.860
559251.90624, 3,   0.148,  0.055,  9.659, 4,   0.001, -0.002, -0.001
559251.90824, 3,   0.144,  0.065,  9.663
559251.91024, 3,   0.160,  0.065,  9.656, 4,   0.001,  0.001, -0.001
559251.91224, 3,   0.151,  0.057,  9.644, 4,  -0.000, -0.000, -0.001
559251.91424, 3,   0.153,  0.043,  9.639, 4,   0.000,  0.001, -0.002, 5, 165.420,-101.280,-121.560
559251.91624, 3,   0.156,  0.041,  9.647, 4,   0.000, -0.000, -0.001
559251.91824, 3,   0.153,  0.053,  9.654
559251.92024, 3,   0.151,  0.062,  9.666, 4,   0.000,  0.000, -0.002
559251.92224, 3,   0.156,  0.060,  9.666, 4,   0.002, -0.003, -0.001
559251.92424, 3,   0.170,  0.074,  9.661, 4,  -0.000, -0.001, -0.001
559251.92624, 3,   0.175,  0.079,  9.654, 4,   0.003, -0.004,  0.000, 5, 165.600,-101.100,-121.440
559251.92824, 3,   0.175,  0.089,  9.654, 4,  -0.001, -0.000, -0.001
559251.93025, 3,   0.168,  0.093,  9.654, 4,  -0.000, -0.000,  0.001
559251.93224, 3,   0.168,  0.098,  9.632, 4,   0.001, -0.002,  0.001
559251.93424, 3,   0.168,  0.098,  9.627
559251.93624, 3,   0.165,  0.103,  9.642, 4,   0.002, -0.004, -0.001, 5, 165.360,-101.340,-121.140
559251.93825, 3,   0.165,  0.103,  9.639, 4,   0.003, -0.002, -0.001
559251.94025, 3,   0.172,  0.089,  9.635, 4,   0.000,  0.001,  0.000
559251.94225, 3,   0.160,  0.084,  9.639, 4,  -0.002, -0.000,  0.000
559251.94425, 3,   0.158,  0.074,  9.644, 4,   0.001,  0.000,  0.000
559251.94626, 3,   0.158,  0.069,  9.659, 4,   0.005,  0.002,  0.003, 5, 165.000,-101.340,-120.960
559251.94826, 3,   0.163,  0.055,  9.675, 4,  -0.002,  0.001, -0.001
559251.95026, 3,   0.151,  0.065,  9.666, 4,   0.003,  0.000, -0.001
559251.95226, 3,   0.156,  0.067,  9.668, 4,  -0.002,  0.002,  0.000
559251.95426, 3,   0.151,  0.067,  9.656, 4,   0.003,  0.000,  0.001
559251.95626, 3,   0.144,  0.067,  9.656, 4,  -0.002, -0.001,  0.000, 5, 164.760,-101.280,-121.080
559251.95826, 3,   0.168,  0.069,  9.649, 4,   0.002,  0.000,  0.001
559251.96027, 3,   0.165,  0.057,  9.625, 4,   0.000, -0.001, -0.002
559251.96227, 3,   0.168,  0.060,  9.613, 4,   0.001, -0.002, -0.001
559251.96427, 3,   0.168,  0.043,  9.620, 4,  -0.000,  0.000,  0.001, 5, 164.400,-101.580,-121.500
559251.96627, 3,   0.165,  0.053,  9.623, 4,   0.003, -0.001, -0.002
559251.96827, 3,   0.168,  0.055,  9.625, 4,   0.000,  0.001,  0.000
559251.97027, 3,   0.158,  0.050,  9.649, 4,  -0.001,  0.001, -0.001
559251.97227, 3,   0.163,  0.062,  9.659, 4,   0.002, -0.000, -0.001
559251.97428, 3,   0.168,  0.060,  9.639
559251.97628, 3,   0.170,  0.067,  9.635, 4,   0.003, -0.000, -0.001, 5, 164.280,-101.460,-121.740
559251.97828, 3,   0.163,  0.074,  9.639, 4,   0.002, -0.001, -0.001
559251.98028, 3,   0.163,  0.074,  9.644, 4,   0.004, -0.003, -0.001
559251.98229, 3,   0.148,  0.067,  9.670, 4,  -0.000, -0.001, -0.001
559251.98429, 3,   0.158,  0.048,  9.651, 4,   0.002, -0.001, -0.001
559251.98629, 3,   0.160,  0.041,  9.651, 4,   0.000,  0.000,  0.001, 5, 164.220,-101.400,-121.860
559251.98829, 3,   0.146,  0.014,  9.642, 4,  -0.000, -0.002, -0.001
559251.99030, 3,   0.141,  0.022,  9.651, 4,   0.001,  0.001, -0.001
559251.99230, 3,   0.141,  0.017,  9.656, 4,   0.001,  0.000, -0.001
559251.99430, 3,   0.139,  0.014,  9.647, 4,  -0.000,  0.001, -0.004, 5, 164.160,-101.580,-122.700
559251.99630, 3,   0.146,  0.026,  9.656, 4,   0.001,  0.001, -0.001
559251.99830, 3,   0.144,  0.038,  9.678, 4,   0.001,  0.002, -0.002
559252.00030, 3,   0.134,  0.036,  9.716, 4,   0.003,  0.001,  0.001
559252.00230, 3,   0.153,  0.036,  9.706, 4,   0.002, -0.001, -0.003
559252.00430, 3,   0.163,  0.038,  9.630
559252.00630, 3,   0.175,  0.055,  9.601, 4,   0.001, -0.004, -0.002, 5, 164.160,-101.400,-122.640
559252.00831, 3,   0.182,  0.065,  9.591, 4,  -0.000, -0.002, -0.001
559252.01031, 3,   0.187,  0.081,  9.529, 4,   0.001, -0.003, -0.001
559252.01231, 3,   0.187,  0.069,  9.517, 4,   0.002, -0.003,  0.001
559252.01432, 3,   0.192,  0.072,  9.505, 4,   0.001, -0.001, -0.002
559252.01632, 3,   0.180,  0.091,  9.536, 4,   0.001,  0.000, -0.001, 5, 164.520,-101.520,-122.460
559252.01832, 3,   0.168,  0.098,  9.558, 4,   0.002, -0.000, -0.001
559252.02032, 3,   0.151,  0.113,  9.618, 4,   0.003,  0.002,  0.001
559252.02233, 3,   0.132,  0.084,  9.742, 4,   0.003,  0.004, -0.001
