559417.79850, 3,   0.163,  0.000,  9.668, 4,  -0.000, -0.001, -0.002, 5, 156.240,-90.000,-118.020
559417.80050, 3,   0.163,  0.000,  9.668, 4,  -0.002, -0.000,  0.001
559417.80251, 3,   0.163,  0.000,  9.668, 4,  -0.002,  0.000, -0.001
559417.80451, 3,   0.163,  0.000,  9.668, 4,   0.001,  0.000, -0.001, 5, 156.240,-90.060,-118.200
559417.80651, 3,   0.172, -0.002,  9.670, 4,  -0.000,  0.001, -0.002
559417.80851, 3,   0.160,  0.002,  9.680, 4,  -0.001, -0.001,  0.001
559417.81051, 3,   0.156, -0.007,  9.668, 4,   0.000, -0.002,  0.001
559417.81251, 3,   0.180, -0.002,  9.673, 4,  -0.000, -0.002,  0.001, 5, 156.120,-90.180,-118.020
559417.81451, 3,   0.163, -0.002,  9.668, 4,   0.002, -0.004,  0.000
559417.81651, 3,   0.160, -0.007,  9.668, 4,  -0.001,  0.000,  0.000
559417.81852, 3,   0.156, -0.012,  9.670, 4,  -0.000, -0.002,  0.001
559417.82052, 3,   0.160, -0.005,  9.675, 4,   0.000, -0.000,  0.001
559417.82252, 3,   0.177, -0.007,  9.666, 4,  -0.001,  0.001, -0.001, 5, 156.060,-90.060,-118.380
559417.82452, 3,   0.168, -0.017,  9.661, 4,   0.001, -0.002, -0.001
559417.82652, 3,   0.158, -0.017,  9.675, 4,  -0.000,  0.001, -0.001
559417.82852, 3,   0.158, -0.007,  9.666, 4,   0.000,  0.000,  0.001
559417.83052, 3,   0.177, -0.014,  9.675, 4,   0.001,  0.001, -0.002
559417.83254, 3,   0.170, -0.014,  9.668, 4,  -0.000,  0.001, -0.001, 5, 155.940,-89.700,-118.080
559417.83454, 3,   0.172, -0.012,  9.678, 4,   0.003, -0.000, -0.002
559417.83654, 3,   0.170,  0.010,  9.673, 4,   0.000,  0.001, -0.001
559417.83854, 3,   0.184,  0.012,  9.675, 4,  -0.001,  0.000,  0.000
559417.84054, 3,   0.177, -0.017,  9.675, 4,   0.000, -0.000,  0.000
559417.84254, 3,   0.165, -0.010,  9.675, 4,  -0.000, -0.000,  0.000, 5, 156.060,-89.580,-117.840
559417.84454, 3,   0.158, -0.014,  9.680, 4,   0.002,  0.003,  0.000
559417.84655, 3,   0.160, -0.007,  9.685, 4,  -0.002,  0.000,  0.001
559417.84855, 3,   0.168, -0.024,  9.685
559417.85055, 3,   0.170, -0.024,  9.685, 4,   0.001, -0.000, -0.001
559417.85255, 3,   0.182, -0.019,  9.673, 4,  -0.000,  0.000,  0.000
559417.85455, 3,   0.172, -0.012,  9.654, 4,   0.001,  0.000, -0.001, 5, 155.940,-89.760,-118.320
559417.85656, 3,   0.175, -0.019,  9.656, 4,   0.002, -0.000, -0.001
559417.85856, 3,   0.177, -0.022,  9.659, 4,   0.000,  0.000,  0.001
559417.86056, 3,   0.182, -0.010,  9.666, 4,  -0.000, -0.000,  0.000
559417.86256, 3,   0.180,  0.002,  9.670, 4,   0.001, -0.002,  0.001
559417.86456, 3,   0.184, -0.010,  9.673, 4,  -0.001, -0.002, -0.001, 5, 156.060,-89.400,-118.260
559417.86656, 3,   0.182, -0.024,  9.673, 4,  -0.002, -0.000,  0.001
559417.86856, 3,   0.182, -0.017,  9.675, 4,   0.000, -0.000,  0.001
559417.87056, 3,   0.180, -0.024,  9.668
