478717.66005, 3,  -0.057,  0.417,  9.864, 4,   0.003,  0.001,  0.001, 5, -63.060,-36.720, 88.620
478717.66205, 3,  -0.057,  0.417,  9.864, 4,   0.004,  0.001,  0.002
478717.66405, 3,  -0.057,  0.417,  9.864, 4,   0.001, -0.001, -0.000
478717.66605, 3,  -0.057,  0.417,  9.864, 4,  -0.003,  0.003,  0.002, 5, -63.300,-36.660, 88.860
478717.66805, 3,  -0.079,  0.407,  9.869, 4,   0.003,  0.002, -0.000
478717.67005, 3,  -0.079,  0.407,  9.869, 4,  -0.004,  0.001,  0.000
478717.67205, 3,  -0.086,  0.407,  9.862, 4,  -0.002,  0.001,  0.002
478717.67406, 3,  -0.086,  0.407,  9.862, 4,  -0.006,  0.002,  0.001
478717.67606, 3,  -0.084,  0.417,  9.860, 4,  -0.007,  0.002,  0.002, 5, -63.600,-36.600, 88.980
478717.67806, 3,  -0.084,  0.417,  9.860, 4,  -0.004, -0.000, -0.000
478717.68006, 3,  -0.084,  0.426,  9.857, 4,  -0.013,  0.002,  0.002
478717.68206, 3,  -0.084,  0.426,  9.857, 4,  -0.005, -0.001,  0.002
478717.68406, 3,  -0.084,  0.426,  9.857, 4,  -0.006, -0.002,  0.002
478717.68606, 3,  -0.084,  0.419,  9.855, 4,  -0.004, -0.001,  0.003, 5, -63.900,-36.720, 89.220
478717.68806, 3,  -0.084,  0.419,  9.855, 4,  -0.002, -0.001, -0.000
478717.69007, 3,  -0.089,  0.417,  9.850, 4,  -0.007,  0.002, -0.000
478717.69207, 3,  -0.089,  0.417,  9.850, 4,  -0.005, -0.001,  0.002
478717.69407, 3,  -0.089,  0.421,  9.840, 4,  -0.003, -0.000, -0.000
478717.69607, 3,  -0.089,  0.421,  9.840, 4,   0.001, -0.001,  0.000, 5, -63.840,-36.600, 89.220
478717.69807, 3,  -0.089,  0.421,  9.840, 4,  -0.004, -0.000,  0.000
478717.70007, 3,  -0.081,  0.419,  9.838, 4,  -0.001,  0.001,  0.002
478717.70207, 3,  -0.081,  0.419,  9.838, 4,   0.005, -0.003,  0.000
478717.70408, 3,  -0.077,  0.417,  9.850, 4,  -0.004,  0.004,  0.002
478717.70608, 3,  -0.077,  0.417,  9.850, 4,   0.005, -0.000,  0.003, 5, -63.540,-36.600, 88.860
478717.70808, 3,  -0.077,  0.417,  9.850, 4,   0.005, -0.001,  0.000
478717.71008, 3,  -0.077,  0.412,  9.867, 4,   0.006,  0.002,  0.001
478717.71208, 3,  -0.077,  0.412,  9.867, 4,   0.004, -0.001,  0.001
478717.71408, 3,  -0.069,  0.412,  9.881, 4,  -0.000,  0.002,  0.002
478717.71608, 3,  -0.069,  0.412,  9.881, 4,   0.002,  0.001,  0.003, 5, -63.060,-36.720, 88.500
478717.71808, 3,  -0.069,  0.412,  9.881, 4,   0.001, -0.001, -0.000
478717.72009, 3,  -0.072,  0.414,  9.888, 4,   0.002, -0.000,  0.002
478717.72209, 3,  -0.072,  0.414,  9.888, 4,  -0.002,  0.003,  0.000
478717.72409, 3,  -0.084,  0.414,  9.879, 4,  -0.006,  0.002,  0.002
478717.72609, 3,  -0.084,  0.414,  9.879, 4,  -0.002, -0.001, -0.000, 5, -63.060,-36.720, 88.620
478717.72809, 3,  -0.084,  0.414,  9.879, 4,  -0.005,  0.001,  0.001
478717.73009, 3,  -0.081,  0.436,  9.864, 4,  -0.004, -0.001,  0.004
478717.73209, 3,  -0.081,  0.436,  9.864, 4,  -0.008, -0.000, -0.000
478717.73410, 3,  -0.069,  0.445,  9.864, 4,  -0.010, -0.000,  0.002
478717.73610, 3,  -0.069,  0.445,  9.864, 4,  -0.007, -0.001,  0.003, 5, -63.180,-36.600, 88.560
478717.73810, 3,  -0.069,  0.445,  9.864, 4,  -0.008,  0.001, -0.000
478717.74010, 3,  -0.062,  0.431,  9.860, 4,  -0.003,  0.001,  0.002
478717.74210, 3,  -0.062,  0.431,  9.860, 4,  -0.007,  0.001,  0.001
478717.74410, 3,  -0.072,  0.421,  9.857, 4,  -0.002,  0.002,  0.002
478717.74610, 3,  -0.072,  0.421,  9.857, 4,  -0.001,  0.001,  0.002, 5, -63.180,-36.480, 88.800
478717.74811, 3,  -0.074,  0.433,  9.850, 4,  -0.001,  0.002,  0.000
478717.75011, 3,  -0.074,  0.433,  9.850, 4,   0.003,  0.001,  0.002
478717.75211, 3,  -0.074,  0.433,  9.850, 4,   0.001,  0.001,  0.000
478717.75411, 3,  -0.072,  0.445,  9.843, 4,   0.005, -0.001,  0.002
478717.75611, 3,  -0.072,  0.445,  9.843, 4,   0.001, -0.000,  0.002, 5, -62.880,-36.480, 88.980
478717.75812, 3,  -0.079,  0.436,  9.852, 4,  -0.001,  0.002, -0.000
478717.76012, 3,  -0.079,  0.436,  9.852, 4,   0.001,  0.002,  0.002
478717.76212, 3,  -0.079,  0.436,  9.852, 4,  -0.002,  0.002,  0.003
478717.76412, 3,  -0.089,  0.424,  9.860, 4,   0.006,  0.001, -0.001
478717.76612, 3,  -0.089,  0.424,  9.860, 4,  -0.001,  0.001,  0.000, 5, -62.880,-36.600, 88.500
478717.76812, 3,  -0.093,  0.431,  9.867, 4,   0.002,  0.001,  0.002
478717.77013, 3,  -0.093,  0.431,  9.867, 4,  -0.001, -0.000,  0.003
478717.77213, 3,  -0.096,  0.438,  9.872, 4,  -0.007,  0.001,  0.003
478717.77413, 3,  -0.096,  0.438,  9.872, 4,   0.002,  0.001,  0.002
478717.77613, 3,  -0.096,  0.438,  9.872, 4,  -0.004,  0.001,  0.001, 5, -62.760,-36.240, 88.320
478717.77814, 3,  -0.103,  0.438,  9.867, 4,  -0.001, -0.000,  0.000
478717.78014, 3,  -0.103,  0.438,  9.867, 4,  -0.001, -0.000, -0.000
478717.78215, 3,  -0.103,  0.441,  9.864, 4,  -0.009,  0.001,  0.001
478717.78415, 3,  -0.103,  0.441,  9.864, 4,  -0.004, -0.001,  0.002
478717.78615, 3,  -0.103,  0.441,  9.864, 4,  -0.008,  0.001,  0.001, 5, -62.880,-36.120, 88.200
